config,accuracy,precision,recall,f1
title_plus_text_uni_bigram,0.9893834740342798,0.9940644431882419,0.9826767253422743,0.9883377827736406
text_uni_bigram,0.988232284471732,0.9929318631608708,0.9812796870634255,0.9870713884204609
text_unigram,0.9879764645689435,0.9929278642149929,0.980720871751886,0.9867866179364634
title_only_uni_bigram,0.9424405218726016,0.9575899385785317,0.9147806649902207,0.9356959131180337
